phecode_category,endpoint,phecode_string,Age+Sex,Age+Sex+MedicalHistory,delta
Derm,phecode_670,Seborrheic keratosis,"0.694 (0.689, 0.7)","0.751 (0.746, 0.757)","0.057 (0.052, 0.063)"
Derm,phecode_671,Sunburn,"0.652 (0.606, 0.688)","0.638 (0.606, 0.679)","-0.017 (-0.076, 0.066)"
Derm,phecode_672,Other acute skin changes due to ultraviolet radiation,"0.72 (0.713, 0.729)","0.715 (0.706, 0.725)","-0.005 (-0.015, 0.006)"
Derm,phecode_673,Skin changes due to chronic exposure to nonionizing radiation,"0.653 (0.647, 0.658)","0.707 (0.701, 0.711)","0.054 (0.048, 0.059)"
Derm,phecode_673-1,Actinic keratosis,"0.663 (0.657, 0.667)","0.714 (0.708, 0.718)","0.051 (0.045, 0.056)"
Derm,phecode_674,Disorders of pigmentation,"0.584 (0.579, 0.59)","0.69 (0.683, 0.694)","0.105 (0.099, 0.111)"
Derm,phecode_674-1,Hypopigmentation,"0.573 (0.523, 0.606)","0.625 (0.588, 0.651)","0.053 (0.009, 0.104)"
Derm,phecode_674-11,Vitiligo,"0.544 (0.516, 0.583)","0.632 (0.586, 0.668)","0.087 (0.027, 0.128)"
Derm,phecode_674-2,Hypepigmentation,"0.557 (0.544, 0.569)","0.71 (0.697, 0.721)","0.154 (0.139, 0.168)"
Derm,phecode_674-22,Freckles*,"0.57 (0.517, 0.613)","0.771 (0.72, 0.812)","0.198 (0.122, 0.268)"
Derm,phecode_674-23,Acanthosis nigricans,"0.695 (0.659, 0.721)","0.602 (0.575, 0.637)","-0.097 (-0.139, -0.026)"
Derm,phecode_675,Atrophic conditions of skin,"0.691 (0.674, 0.706)","0.729 (0.709, 0.743)","0.037 (0.016, 0.059)"
Derm,phecode_675-1,Circumscribed scleroderma,"0.763 (0.745, 0.775)","0.757 (0.736, 0.781)","-0.002 (-0.024, 0.018)"
Derm,phecode_676,Hypertrophic conditions of skin,"0.577 (0.57, 0.583)","0.676 (0.669, 0.683)","0.099 (0.091, 0.107)"
Derm,phecode_676-1,Hypertrophic scar [Keloid scar],"0.54 (0.514, 0.554)","0.672 (0.653, 0.688)","0.133 (0.107, 0.158)"
Derm,phecode_676-2,Scar conditions and fibrosis of skin,"0.589 (0.577, 0.601)","0.686 (0.68, 0.694)","0.098 (0.085, 0.108)"
Derm,phecode_678,Other skin and connective tissue disorders,"0.51 (0.506, 0.513)","0.585 (0.581, 0.589)","0.075 (0.07, 0.079)"
Derm,phecode_679,Skin symptoms,"0.541 (0.534, 0.546)","0.619 (0.615, 0.625)","0.079 (0.071, 0.087)"
Derm,phecode_679-1,Rash and other nonspecific skin eruption,"0.54 (0.534, 0.546)","0.621 (0.616, 0.627)","0.082 (0.072, 0.091)"
Derm,phecode_679-2,Pallor and flushing,"0.642 (0.633, 0.654)","0.698 (0.685, 0.711)","0.055 (0.041, 0.069)"
Derm,phecode_679-21,Pallor,"0.566 (0.527, 0.593)","0.667 (0.619, 0.709)","0.103 (0.024, 0.163)"
Derm,phecode_679-22,Flushing,"0.65 (0.639, 0.661)","0.737 (0.723, 0.749)","0.086 (0.073, 0.099)"
Derm,phecode_679-3,Changes in skin texture,"0.617 (0.597, 0.634)","0.731 (0.715, 0.745)","0.115 (0.099, 0.128)"
Derm,phecode_679-4,Pruritus,"0.577 (0.569, 0.584)","0.662 (0.653, 0.669)","0.085 (0.076, 0.092)"
Derm,phecode_679-5,Pyoderma,"0.562 (0.551, 0.577)","0.647 (0.636, 0.66)","0.083 (0.062, 0.103)"
Derm,phecode_679-7,"Abnormal granulation tissue, NOS","0.569 (0.547, 0.598)","0.652 (0.627, 0.682)","0.083 (0.056, 0.111)"
Derm,phecode_680,Epidermal thickening,"0.658 (0.653, 0.664)","0.699 (0.693, 0.705)","0.04 (0.034, 0.047)"
Derm,phecode_680-1,Corns and callosities,"0.628 (0.617, 0.638)","0.735 (0.723, 0.744)","0.105 (0.093, 0.117)"
Derm,phecode_680-2,Keratoderma,"0.694 (0.688, 0.7)","0.62 (0.615, 0.628)","-0.074 (-0.081, -0.065)"
Derm,phecode_680-3,Xerosis cutis*,"0.661 (0.651, 0.672)","0.743 (0.733, 0.752)","0.081 (0.069, 0.091)"
Derm,phecode_681,"Localized swelling, mass and lump of skin and subcutaneous tissue","0.549 (0.545, 0.552)","0.588 (0.585, 0.594)","0.04 (0.036, 0.046)"
Derm,phecode_682,Other follicular disorders,"0.532 (0.525, 0.538)","0.634 (0.628, 0.639)","0.102 (0.094, 0.11)"
Derm,phecode_682-1,Cutaneous cyst,"0.586 (0.578, 0.594)","0.702 (0.693, 0.712)","0.116 (0.105, 0.127)"
Derm,phecode_682-11,Sebaceous cyst [Epidermal cyst],"0.587 (0.578, 0.596)","0.705 (0.695, 0.716)","0.119 (0.106, 0.129)"
Derm,phecode_682-12,Pilar and trichodermal cyst,"0.566 (0.552, 0.579)","0.686 (0.674, 0.7)","0.119 (0.106, 0.136)"
Derm,phecode_682-3,Hidradenitis suppurativa,"0.706 (0.685, 0.728)","0.74 (0.723, 0.773)","0.034 (0.008, 0.066)"
Derm,phecode_682-4,Acne,"0.695 (0.681, 0.71)","0.613 (0.601, 0.627)","-0.083 (-0.098, -0.065)"
Derm,phecode_683,Nail disorders,"0.604 (0.598, 0.609)","0.696 (0.69, 0.702)","0.092 (0.084, 0.099)"
Derm,phecode_683-1,Ingrowing nail,"0.581 (0.568, 0.594)","0.734 (0.722, 0.745)","0.151 (0.14, 0.168)"
Derm,phecode_683-2,Nail dystrophy*,"0.654 (0.644, 0.668)","0.762 (0.754, 0.772)","0.108 (0.097, 0.12)"
Derm,phecode_683-4,Onycholysis*,"0.64 (0.613, 0.672)","0.753 (0.728, 0.778)","0.114 (0.083, 0.145)"
Derm,phecode_684,Diseases of hair and hair follicles,"0.638 (0.63, 0.644)","0.691 (0.684, 0.703)","0.054 (0.046, 0.065)"
Derm,phecode_684-1,Alopecia,"0.623 (0.615, 0.635)","0.696 (0.685, 0.706)","0.072 (0.06, 0.085)"
Derm,phecode_684-11,Alopecia Areata,"0.631 (0.606, 0.672)","0.657 (0.611, 0.702)","0.026 (-0.034, 0.075)"
Derm,phecode_684-12,Telogen effluvium,"0.682 (0.674, 0.705)","0.779 (0.757, 0.8)","0.097 (0.073, 0.117)"
Derm,phecode_684-13,Scarring hair loss*,"0.652 (0.62, 0.682)","0.739 (0.699, 0.783)","0.089 (0.042, 0.136)"
Derm,phecode_684-14,Androgenic alopecia*,"0.557 (0.501, 0.589)","0.682 (0.659, 0.713)","0.129 (0.086, 0.182)"
Derm,phecode_684-2,Hypertrichosis and hirsutism,"0.778 (0.761, 0.797)","0.722 (0.686, 0.742)","-0.059 (-0.09, -0.03)"
Derm,phecode_685,Disorders of sweat glands,"0.521 (0.51, 0.531)","0.69 (0.675, 0.699)","0.169 (0.155, 0.181)"
Derm,phecode_685-8,Hyperhidrosis,"0.519 (0.508, 0.53)","0.689 (0.675, 0.699)","0.17 (0.153, 0.184)"
Derm,phecode_685-82,Generalized hyperhidrosis,"0.519 (0.508, 0.53)","0.689 (0.675, 0.699)","0.17 (0.153, 0.184)"
Derm,phecode_686,Chronic ulcer of skin,"0.649 (0.637, 0.654)","0.792 (0.784, 0.801)","0.144 (0.134, 0.155)"
Derm,phecode_686-1,Pressure ulcer,"0.672 (0.656, 0.686)","0.834 (0.826, 0.845)","0.162 (0.151, 0.179)"
Derm,phecode_686-2,Non-pressure chronic ulcer,"0.648 (0.636, 0.653)","0.798 (0.79, 0.806)","0.151 (0.14, 0.161)"
Derm,phecode_688,Granulomatous disorder of the skin,"0.565 (0.542, 0.587)","0.627 (0.608, 0.651)","0.063 (0.034, 0.097)"
Derm,phecode_688-1,Sarcoidosis,"0.559 (0.536, 0.596)","0.619 (0.579, 0.661)","0.055 (-0.001, 0.118)"
Derm,phecode_688-3,Pyogenic granuloma of skin and subcutaneous tissue,"0.556 (0.51, 0.606)","0.653 (0.617, 0.698)","0.1 (0.049, 0.137)"
Musc/Skel,phecode_700,Diffuse diseases of connective tissue,"0.587 (0.576, 0.599)","0.671 (0.661, 0.681)","0.083 (0.065, 0.1)"
Musc/Skel,phecode_700-1,Lupus,"0.648 (0.626, 0.662)","0.705 (0.676, 0.723)","0.058 (0.027, 0.086)"
Musc/Skel,phecode_700-11,Systemic lupus erythematosus [SLE],"0.646 (0.621, 0.667)","0.731 (0.708, 0.751)","0.084 (0.054, 0.123)"
Musc/Skel,phecode_700-12,Cutaneous lupus erythematosus,"0.647 (0.626, 0.661)","0.568 (0.543, 0.595)","-0.076 (-0.113, -0.039)"
Musc/Skel,phecode_700-2,Sicca syndrome [Sjogren syndrome],"0.66 (0.644, 0.671)","0.722 (0.707, 0.742)","0.063 (0.045, 0.086)"
Musc/Skel,phecode_700-3,Systemic sclerosis,"0.68 (0.634, 0.714)","0.77 (0.726, 0.812)","0.093 (0.047, 0.128)"
Musc/Skel,phecode_700-4,Inflammatory myopathy,"0.533 (0.513, 0.555)","0.668 (0.65, 0.681)","0.134 (0.115, 0.15)"
Musc/Skel,phecode_700-41,Myositis,"0.533 (0.515, 0.556)","0.672 (0.656, 0.686)","0.138 (0.12, 0.154)"
Musc/Skel,phecode_700-43,Polymyositis,"0.635 (0.578, 0.68)","0.721 (0.667, 0.767)","0.085 (0.042, 0.147)"
Musc/Skel,phecode_700-9,Other diffuse diseases of connective tissue,"0.61 (0.581, 0.638)","0.766 (0.729, 0.807)","0.155 (0.108, 0.21)"
Musc/Skel,phecode_701,"Osteomyelitis, periostitis, and other infections involving bone","0.626 (0.61, 0.638)","0.801 (0.786, 0.815)","0.176 (0.156, 0.196)"
Musc/Skel,phecode_701-1,Osteomyelitis,"0.625 (0.61, 0.637)","0.802 (0.786, 0.815)","0.177 (0.157, 0.198)"
Musc/Skel,phecode_701-11,Acute/subacute osteomyelitis,"0.645 (0.626, 0.668)","0.858 (0.837, 0.874)","0.213 (0.185, 0.244)"
Musc/Skel,phecode_701-12,Chronic osteomyelitis,"0.62 (0.594, 0.648)","0.892 (0.875, 0.911)","0.274 (0.243, 0.302)"
Musc/Skel,phecode_702,Infective and reactive arthropathies,"0.621 (0.599, 0.64)","0.756 (0.734, 0.774)","0.137 (0.1, 0.16)"
Musc/Skel,phecode_702-1,Pyogenic arthritis [Septic arthritis],"0.645 (0.621, 0.665)","0.79 (0.767, 0.81)","0.149 (0.115, 0.168)"
Musc/Skel,phecode_703,Chrystal arthropathies,"0.712 (0.701, 0.724)","0.766 (0.756, 0.774)","0.054 (0.04, 0.063)"
Musc/Skel,phecode_703-1,Hyperuricemia,"0.705 (0.694, 0.717)","0.777 (0.766, 0.79)","0.071 (0.058, 0.085)"
Musc/Skel,phecode_703-11,Gout,"0.709 (0.697, 0.72)","0.778 (0.766, 0.791)","0.069 (0.057, 0.082)"
Musc/Skel,phecode_703-2,Chondrocalcinosis,"0.794 (0.778, 0.805)","0.824 (0.811, 0.839)","0.031 (0.019, 0.046)"
Musc/Skel,phecode_704,Systemic vasculitis,"0.585 (0.573, 0.598)","0.67 (0.658, 0.682)","0.085 (0.074, 0.095)"
Musc/Skel,phecode_704-5,Giant cell arteritis,"0.772 (0.753, 0.799)","0.811 (0.791, 0.835)","0.039 (0.022, 0.053)"
Musc/Skel,phecode_705,Rheumatoid arthritis and other inflammatory polyarthropathies,"0.648 (0.638, 0.657)","0.72 (0.709, 0.729)","0.072 (0.059, 0.081)"
Musc/Skel,phecode_705-1,Rheumatoid arthritis,"0.649 (0.632, 0.659)","0.736 (0.727, 0.754)","0.089 (0.076, 0.107)"
Musc/Skel,phecode_705-3,Polymyalgia rheumatica,"0.782 (0.764, 0.808)","0.8 (0.781, 0.826)","0.017 (0.01, 0.029)"
Musc/Skel,phecode_706,Other inflammatory spondylopathies,"0.64 (0.63, 0.65)","0.763 (0.756, 0.773)","0.124 (0.115, 0.134)"
Musc/Skel,phecode_706-1,Sacroiliitis NEC,"0.628 (0.614, 0.644)","0.759 (0.747, 0.772)","0.131 (0.111, 0.145)"
Musc/Skel,phecode_706-2,Ankylosing spondylitis,"0.538 (0.511, 0.575)","0.742 (0.719, 0.783)","0.205 (0.163, 0.252)"
Musc/Skel,phecode_706-6,Discitis*,"0.646 (0.607, 0.675)","0.778 (0.735, 0.817)","0.13 (0.09, 0.175)"
Musc/Skel,phecode_707,Other arthropathies,"0.6 (0.597, 0.604)","0.639 (0.635, 0.642)","0.039 (0.034, 0.043)"
Musc/Skel,phecode_707-4,Arthropathy associated with neurological disorders,"0.628 (0.596, 0.656)","0.892 (0.867, 0.914)","0.264 (0.217, 0.29)"
Musc/Skel,phecode_707-8,Polyarthritis,"0.648 (0.638, 0.66)","0.744 (0.733, 0.757)","0.097 (0.081, 0.11)"
Musc/Skel,phecode_708,Osteoarthritis,"0.661 (0.657, 0.664)","0.704 (0.701, 0.709)","0.044 (0.039, 0.047)"
Musc/Skel,phecode_708-1,Primary osteoarthritis,"0.684 (0.68, 0.689)","0.755 (0.751, 0.759)","0.071 (0.067, 0.075)"
Musc/Skel,phecode_708-11,"Primary osteoarthritis of hip, pelvic region and thigh","0.73 (0.706, 0.75)","0.75 (0.728, 0.77)","0.021 (0.006, 0.035)"
Musc/Skel,phecode_708-12,"Primary osteoarthritis of knee, lower leg","0.615 (0.603, 0.63)","0.72 (0.709, 0.73)","0.104 (0.092, 0.114)"
Musc/Skel,phecode_708-13,Primary osteoarthritis of the hand,"0.732 (0.725, 0.737)","0.783 (0.777, 0.789)","0.051 (0.045, 0.059)"
Musc/Skel,phecode_708-14,"Primary osteoarthritis of the shoulder, upper arm","0.688 (0.683, 0.693)","0.767 (0.762, 0.772)","0.079 (0.072, 0.085)"
Musc/Skel,phecode_708-15,"Primary osteoarthritis of the wrist, forearm","0.732 (0.726, 0.739)","0.795 (0.787, 0.802)","0.063 (0.056, 0.071)"
Musc/Skel,phecode_708-16,Primary osteoarthritis ankle and foot,"0.696 (0.692, 0.701)","0.755 (0.75, 0.759)","0.059 (0.054, 0.064)"
Musc/Skel,phecode_708-7,Generalized osteoarthritis,"0.711 (0.7, 0.719)","0.766 (0.756, 0.774)","0.056 (0.047, 0.066)"
Musc/Skel,phecode_708-8,Secondary osteoarthritis,"0.714 (0.707, 0.721)","0.782 (0.775, 0.788)","0.068 (0.058, 0.075)"
Musc/Skel,phecode_708-9,Heberden's or Bouchard's nodes*,"0.772 (0.745, 0.802)","0.798 (0.764, 0.837)","0.025 (-0.006, 0.052)"
Musc/Skel,phecode_709,Acquired deformities of fingers and toes,"0.665 (0.658, 0.671)","0.706 (0.698, 0.712)","0.042 (0.032, 0.049)"
Musc/Skel,phecode_709-1,Acquired deformities of fingers,"0.684 (0.675, 0.692)","0.711 (0.699, 0.721)","0.027 (0.014, 0.038)"
Musc/Skel,phecode_709-11,Mallet finger,"0.557 (0.518, 0.59)","0.672 (0.621, 0.708)","0.111 (0.069, 0.167)"
Musc/Skel,phecode_709-2,Acquired deformities of toe,"0.654 (0.645, 0.662)","0.7 (0.69, 0.707)","0.045 (0.037, 0.054)"
Musc/Skel,phecode_709-21,Hallux valgus (Bunion),"0.652 (0.638, 0.664)","0.699 (0.686, 0.712)","0.048 (0.034, 0.055)"
Musc/Skel,phecode_709-22,Hallux rigidus,"0.665 (0.65, 0.683)","0.741 (0.718, 0.761)","0.077 (0.053, 0.102)"
Musc/Skel,phecode_709-23,Hallux varus (acquired),"0.655 (0.641, 0.667)","0.715 (0.703, 0.73)","0.06 (0.047, 0.073)"
Musc/Skel,phecode_709-24,Hammer toe,"0.707 (0.696, 0.716)","0.755 (0.746, 0.764)","0.048 (0.035, 0.059)"
Musc/Skel,phecode_710,Acquired deformities of limbs,"0.635 (0.629, 0.641)","0.717 (0.712, 0.722)","0.082 (0.076, 0.087)"
Musc/Skel,phecode_710-1,Acquired deformities of the forearm and hand,"0.59 (0.553, 0.627)","0.659 (0.609, 0.703)","0.064 (0.024, 0.11)"
Musc/Skel,phecode_710-3,Acquired deformities of the knee,"0.71 (0.686, 0.738)","0.818 (0.798, 0.838)","0.108 (0.085, 0.132)"
Musc/Skel,phecode_710-31,Genu valgum (acquired),"0.725 (0.691, 0.755)","0.804 (0.773, 0.829)","0.079 (0.047, 0.118)"
Musc/Skel,phecode_710-32,Genu varum (acquired),"0.718 (0.694, 0.737)","0.837 (0.804, 0.861)","0.116 (0.089, 0.155)"
Musc/Skel,phecode_710-4,Acquired deformities of the ankle and foot,"0.577 (0.567, 0.586)","0.713 (0.705, 0.723)","0.137 (0.124, 0.149)"
Musc/Skel,phecode_710-41,Flat foot [pes planus],"0.579 (0.566, 0.59)","0.735 (0.72, 0.748)","0.157 (0.136, 0.172)"
Musc/Skel,phecode_710-43,Cavus deformity of foot,"0.594 (0.54, 0.625)","0.708 (0.675, 0.737)","0.112 (0.081, 0.162)"
Musc/Skel,phecode_710-44,Foot drop (acquired)*,"0.619 (0.602, 0.636)","0.754 (0.736, 0.767)","0.132 (0.113, 0.157)"
Musc/Skel,phecode_710-6,Unequal limb length (acquired),"0.658 (0.631, 0.683)","0.762 (0.737, 0.787)","0.102 (0.074, 0.129)"
Musc/Skel,phecode_711,Disorder of patella,"0.553 (0.544, 0.567)","0.692 (0.681, 0.7)","0.138 (0.126, 0.152)"
Musc/Skel,phecode_711-1,Derangement of meniscus,"0.589 (0.566, 0.614)","0.726 (0.702, 0.745)","0.138 (0.102, 0.167)"
Musc/Skel,phecode_712,Other specific joint derangements,"0.541 (0.534, 0.549)","0.666 (0.662, 0.673)","0.126 (0.118, 0.132)"
Musc/Skel,phecode_712-1,Loose body in joint,"0.6 (0.575, 0.63)","0.733 (0.706, 0.763)","0.132 (0.092, 0.171)"
Musc/Skel,phecode_712-3,Articular cartilage disorder,"0.636 (0.625, 0.646)","0.662 (0.65, 0.671)","0.028 (0.011, 0.039)"
Musc/Skel,phecode_712-4,Ankylosis of joint,"0.578 (0.544, 0.613)","0.781 (0.743, 0.82)","0.204 (0.156, 0.249)"
Musc/Skel,phecode_712-5,Disorder of ligament,"0.532 (0.526, 0.539)","0.655 (0.649, 0.662)","0.124 (0.115, 0.135)"
Musc/Skel,phecode_712-51,Hypermobility syndrome,"0.762 (0.737, 0.79)","0.801 (0.767, 0.838)","0.039 (-0.018, 0.093)"
Musc/Skel,phecode_712-6,Instability of joint,"0.565 (0.554, 0.575)","0.737 (0.728, 0.748)","0.172 (0.157, 0.189)"
Musc/Skel,phecode_712-61,Recurrent dislocation of joint,"0.578 (0.529, 0.62)","0.707 (0.665, 0.757)","0.135 (0.072, 0.201)"
Musc/Skel,phecode_713,Symptoms related to joints,"0.564 (0.559, 0.568)","0.633 (0.629, 0.637)","0.069 (0.065, 0.076)"
Musc/Skel,phecode_713-2,Effusion of joint,"0.599 (0.592, 0.605)","0.698 (0.691, 0.704)","0.099 (0.091, 0.104)"
Musc/Skel,phecode_713-3,Pain in joint,"0.566 (0.563, 0.571)","0.643 (0.638, 0.647)","0.076 (0.07, 0.081)"
Musc/Skel,phecode_713-4,Stiffness of joint,"0.61 (0.601, 0.621)","0.716 (0.71, 0.725)","0.106 (0.096, 0.115)"
Musc/Skel,phecode_714,Deforming dorsopathies,"0.65 (0.641, 0.66)","0.735 (0.729, 0.743)","0.086 (0.08, 0.093)"
Musc/Skel,phecode_714-1,Kyphosis,"0.675 (0.66, 0.693)","0.765 (0.751, 0.782)","0.09 (0.074, 0.113)"
Musc/Skel,phecode_714-2,Lordosis,"0.59 (0.552, 0.621)","0.757 (0.717, 0.785)","0.171 (0.13, 0.203)"
Musc/Skel,phecode_714-3,Scoliosis,"0.662 (0.649, 0.673)","0.714 (0.704, 0.727)","0.053 (0.045, 0.064)"
Musc/Skel,phecode_714-31,Idiopathic scoliosis,"0.641 (0.609, 0.675)","0.687 (0.662, 0.726)","0.05 (0.019, 0.087)"
Musc/Skel,phecode_714-32,Thoracogenic scoliosis,"0.65 (0.615, 0.676)","0.722 (0.696, 0.744)","0.072 (0.042, 0.102)"
Musc/Skel,phecode_714-7,Fusion of spine*,"0.666 (0.65, 0.687)","0.873 (0.856, 0.886)","0.204 (0.179, 0.234)"
Musc/Skel,phecode_715,Non-inflammatory spondylopathy,"0.65 (0.645, 0.654)","0.721 (0.717, 0.727)","0.072 (0.067, 0.076)"
Musc/Skel,phecode_715-1,Spondylosis,"0.651 (0.646, 0.655)","0.729 (0.724, 0.734)","0.079 (0.074, 0.084)"
Musc/Skel,phecode_715-2,Spondylolysis,"0.645 (0.619, 0.665)","0.775 (0.754, 0.797)","0.128 (0.107, 0.163)"
Musc/Skel,phecode_715-3,Spondylolisthesis,"0.718 (0.71, 0.725)","0.795 (0.788, 0.804)","0.077 (0.068, 0.088)"
Musc/Skel,phecode_715-4,Spinal stenosis,"0.668 (0.663, 0.672)","0.761 (0.755, 0.765)","0.092 (0.088, 0.099)"
Musc/Skel,phecode_716,Intervertebral disc disorder,"0.624 (0.617, 0.629)","0.717 (0.711, 0.721)","0.093 (0.087, 0.099)"
Musc/Skel,phecode_716-2,Degenerative disc disease,"0.653 (0.647, 0.659)","0.753 (0.748, 0.759)","0.1 (0.093, 0.108)"
Musc/Skel,phecode_716-3,Spinal disc displacement (herniation),"0.627 (0.619, 0.631)","0.719 (0.713, 0.725)","0.093 (0.085, 0.099)"
Musc/Skel,phecode_717,Other and unspecified dorsopathies,"0.602 (0.598, 0.606)","0.653 (0.649, 0.658)","0.052 (0.046, 0.057)"
Musc/Skel,phecode_717-2,Sacrococcygeal disorders,"0.642 (0.625, 0.66)","0.699 (0.687, 0.719)","0.06 (0.039, 0.08)"
Musc/Skel,phecode_718,Back pain,"0.54 (0.537, 0.545)","0.623 (0.621, 0.628)","0.083 (0.08, 0.087)"
Musc/Skel,phecode_718-1,Radiculopathy,"0.598 (0.593, 0.603)","0.7 (0.694, 0.704)","0.102 (0.097, 0.108)"
Musc/Skel,phecode_718-2,Cervicalgia,"0.548 (0.542, 0.553)","0.663 (0.658, 0.668)","0.116 (0.109, 0.12)"
Musc/Skel,phecode_718-3,Mid back pain,"0.562 (0.554, 0.57)","0.717 (0.709, 0.725)","0.156 (0.147, 0.167)"
Musc/Skel,phecode_718-4,Low back pain,"0.556 (0.551, 0.561)","0.658 (0.653, 0.663)","0.101 (0.096, 0.107)"
Musc/Skel,phecode_718-5,Sciatica,"0.596 (0.59, 0.603)","0.707 (0.702, 0.714)","0.112 (0.104, 0.117)"
Musc/Skel,phecode_719,Disorders of muscle,"0.557 (0.553, 0.562)","0.651 (0.647, 0.655)","0.095 (0.088, 0.098)"
Musc/Skel,phecode_719-1,Cramp and spasm,"0.571 (0.565, 0.579)","0.681 (0.676, 0.686)","0.108 (0.099, 0.116)"
Musc/Skel,phecode_719-11,Spasm of muscle,"0.542 (0.53, 0.557)","0.714 (0.703, 0.727)","0.172 (0.156, 0.188)"
Musc/Skel,phecode_719-6,Muscle wasting and atrophy,"0.617 (0.599, 0.636)","0.719 (0.701, 0.734)","0.101 (0.083, 0.12)"
Musc/Skel,phecode_719-7,Muscle weakness (generalized),"0.592 (0.584, 0.601)","0.703 (0.695, 0.712)","0.111 (0.101, 0.122)"
Musc/Skel,phecode_719-8,Rhabdomyolysis,"0.656 (0.636, 0.676)","0.681 (0.658, 0.709)","0.026 (-0.005, 0.058)"
Musc/Skel,phecode_719-9,Contractures,"0.583 (0.57, 0.599)","0.691 (0.676, 0.704)","0.107 (0.09, 0.124)"
Musc/Skel,phecode_719-92,Contracture of joint,"0.6 (0.581, 0.617)","0.711 (0.693, 0.727)","0.111 (0.086, 0.134)"
Musc/Skel,phecode_719-93,Contracture of muscle*,"0.567 (0.54, 0.586)","0.669 (0.652, 0.683)","0.101 (0.076, 0.124)"
Musc/Skel,phecode_720,Spontaneous rupture of synovium and tendon,"0.647 (0.616, 0.672)","0.772 (0.752, 0.79)","0.126 (0.098, 0.157)"
Musc/Skel,phecode_721,Synoviopathy and bursopathy,"0.629 (0.623, 0.635)","0.724 (0.72, 0.729)","0.095 (0.089, 0.101)"
Musc/Skel,phecode_721-1,Synovitis and tenosynovitis,"0.626 (0.618, 0.635)","0.728 (0.721, 0.734)","0.102 (0.093, 0.109)"
Musc/Skel,phecode_721-11,Trigger finger,"0.699 (0.691, 0.708)","0.773 (0.763, 0.78)","0.073 (0.066, 0.08)"
Musc/Skel,phecode_721-12,Radial styloid tenosynovitis [de Quervain],"0.632 (0.618, 0.651)","0.726 (0.708, 0.743)","0.095 (0.076, 0.113)"
Musc/Skel,phecode_721-2,Ganglion cyst,"0.613 (0.601, 0.623)","0.72 (0.709, 0.731)","0.108 (0.092, 0.119)"
Musc/Skel,phecode_721-4,Calcium deposits in tendon and bursa,"0.64 (0.619, 0.664)","0.729 (0.707, 0.747)","0.089 (0.062, 0.117)"
Musc/Skel,phecode_721-5,Bursitis,"0.656 (0.649, 0.664)","0.752 (0.744, 0.758)","0.095 (0.088, 0.105)"
Musc/Skel,phecode_721-6,Baker's cyst [popliteal cyst],"0.657 (0.643, 0.669)","0.761 (0.749, 0.774)","0.104 (0.089, 0.117)"
Musc/Skel,phecode_722,Fasciopathy,"0.592 (0.581, 0.599)","0.7 (0.693, 0.706)","0.108 (0.099, 0.121)"
Musc/Skel,phecode_722-1,Plantar fascial fibromatosis [Plantar fasciitis],"0.573 (0.558, 0.582)","0.704 (0.696, 0.713)","0.13 (0.12, 0.145)"
Musc/Skel,phecode_722-4,Palmar fascial fibromatosis [Dupuytren],"0.747 (0.732, 0.765)","0.785 (0.763, 0.802)","0.037 (0.022, 0.05)"
Musc/Skel,phecode_723,Enthesopathy/Enthesitis/Tendinopathy,"0.59 (0.583, 0.595)","0.693 (0.688, 0.699)","0.104 (0.097, 0.112)"
Musc/Skel,phecode_723-1,Adhesive capsulitis of shoulder,"0.634 (0.618, 0.649)","0.695 (0.679, 0.708)","0.062 (0.04, 0.078)"
Musc/Skel,phecode_723-2,Rotator cuff tear or rupture,"0.675 (0.668, 0.683)","0.777 (0.768, 0.785)","0.102 (0.093, 0.111)"
Musc/Skel,phecode_723-3,Medial epicondylitis (Golfer's elbow),"0.567 (0.548, 0.588)","0.729 (0.712, 0.757)","0.164 (0.137, 0.202)"
Musc/Skel,phecode_723-4,Lateral epicondylitis (Tennis elbow),"0.535 (0.522, 0.554)","0.708 (0.694, 0.719)","0.171 (0.148, 0.19)"
Musc/Skel,phecode_723-5,Tendinitis,"0.589 (0.578, 0.6)","0.72 (0.709, 0.728)","0.128 (0.116, 0.141)"
Musc/Skel,phecode_723-51,Achilles tendinitis,"0.586 (0.568, 0.599)","0.72 (0.704, 0.735)","0.136 (0.112, 0.155)"
Musc/Skel,phecode_723-52,Posterior tibial tendinitis,"0.615 (0.6, 0.634)","0.741 (0.727, 0.765)","0.128 (0.105, 0.154)"
Musc/Skel,phecode_723-6,Impingement syndrome of shoulder*,"0.626 (0.613, 0.637)","0.751 (0.742, 0.762)","0.126 (0.11, 0.14)"
Musc/Skel,phecode_723-7,Iliotibial band syndrome*,"0.647 (0.633, 0.662)","0.737 (0.721, 0.747)","0.09 (0.066, 0.108)"
Musc/Skel,phecode_724,Other symptoms and disorders of the soft tissue,"0.511 (0.508, 0.514)","0.517 (0.512, 0.522)","0.006 (0, 0.011)"
Musc/Skel,phecode_724-1,Myalgia,"0.558 (0.554, 0.561)","0.631 (0.627, 0.636)","0.074 (0.069, 0.079)"
Musc/Skel,phecode_724-3,Nontraumatic hematoma of soft tissue,"0.578 (0.551, 0.605)","0.707 (0.69, 0.726)","0.13 (0.109, 0.149)"
Musc/Skel,phecode_724-4,Panniculitis,"0.615 (0.595, 0.646)","0.778 (0.749, 0.805)","0.163 (0.122, 0.193)"
